Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event
Anastasia Katerina Bogdanovski,F,23.0,174.0,57.0,Macedonia,MKD,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle
Soso Lip'art'eliani,M,25.0,178.0,78.0,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Middleweight
Patrick Beljaards,M,26.0,190.0,93.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball
Ellen Louise Elzerman,F,21.0,179.0,63.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke
Anelko Ristievi,M,30.0,191.0,78.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon
Curt White,M,25.0,170.0,84.0,United States,USA,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Light-Heavyweight
Alfredo Jos Chinchilla,M,22.0,179.0,65.0,Norway,NOR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight
Jakkrit Panichpatikum,M,35.0,168.0,58.0,Thailand,THA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres"
Choi Byeong-Cheol,M,30.0,173.0,70.0,South Korea,KOR,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual"
Jos Ramn Beca Borrego,M,47.0,168.0,63.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
Ameen-ud-Din bin Mohamed Ibrahim,M,20.0,168.0,59.0,Malaysia,MAS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey
Raimo Matti Uolevi Herronen,M,27.0,170.0,72.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual"
Olof rjan Sandler,M,27.0,180.0,74.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 1,500 metres"
Franziska Weber,F,23.0,176.0,70.0,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres"
"Stanley John ""Stan"" Wild",M,28.0,166.0,64.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Pommelled Horse
Bakhtiyar Bagasharovich Bayseitov,M,28.0,176.0,76.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman"
"Konstantinos ""Kostas"" Tsiklitiras",M,17.0,189.0,81.0,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Standing High Jump
Heather Ann Garriock,F,17.0,164.0,58.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football
"Ulrich ""Ulli"" hlbck",M,23.0,176.0,75.0,Austria,AUT,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay
Alojz Petrovi,M,28.0,166.0,67.0,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around
Olena Rodina,F,26.0,163.0,60.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres
L Minh Hin,M,27.0,166.0,52.0,Vietnam,VIE,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres"
Casper Michael von Folsach,M,23.0,191.0,82.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
Hasbi Muhamad,M,24.0,158.0,62.0,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight
Arturo Barrios Flores,M,24.0,174.0,60.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres"
Andrique Allisop,M,23.0,171.0,60.0,Seychelles,SEY,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight
"Guilherme ""Gil"" Saggese Pinto",M,22.0,173.0,68.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around
Tanya Bogomilova-Dangalakova,F,24.0,172.0,59.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Breaststroke
Boryana Petrova Stoyanova,F,20.0,158.0,45.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Horse Vault
Nikolay Sergeyevich Chebotko,M,19.0,178.0,72.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit
Else-Marthe Srlie Lybekk,F,29.0,177.0,76.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball
Annick Vaxelaire-Pierrel,F,23.0,166.0,58.0,France,FRA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres
Rgnvaldur Ingrsson,M,23.0,180.0,66.0,Iceland,ISL,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit
"Leontine Martha Henrica Petronella ""Leontien"" Zijlaard-van Moorsel",F,22.0,168.0,69.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres"
Sylwia Katarzyna Bogacka,F,22.0,162.0,57.0,Poland,POL,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
Kristian Skjdt Kjrgaard,M,23.0,182.0,66.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Dinghy
Andrew Hancock Sudduth,M,26.0,191.0,91.0,United States,USA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Single Sculls
Sylvio Kroll,M,23.0,174.0,68.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around
Valery Nikolin,M,24.0,172.0,71.0,Olen,URS,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat
Esteban Daniel Prez,M,27.0,200.0,101.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball
Joanne Muggeridge,F,27.0,157.0,59.0,Great Britain-2,GBR,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Women's Doubles
Paul-Ren Martin,M,30.0,175.0,63.0,Switzerland,SUI,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 800 metres
Thomas Morgenstern,M,19.0,184.0,67.0,Austria,AUT,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual"
Valerio Donnianni,M,28.0,175.0,73.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Running Target, 50 metres"
"Albert ""Albie"" Axelrod",M,35.0,183.0,86.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Individual"
"Tefilo ""Teo"" Cruz Downs",M,30.0,200.0,81.0,Puerto Rico,PUR,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball
Konrad Kurt Ladsttter,M,23.0,183.0,82.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom
Yugo Tsukita,M,29.0,172.0,68.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls
Xian Dongmei,F,32.0,158.0,52.0,China,CHN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Lightweight
Patrik Eli,M,25.0,185.0,88.0,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey
Samia Mohamed Hagrass Ahmed,F,20.0,170.0,57.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet
Lidiya Gavrilovna Kalinina-Ivanova,F,19.0,164.0,57.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise
Alison Sheppard,F,31.0,176.0,65.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
Marko Rudi,M,20.0,184.0,82.0,Bosnia and Herzegovina,BIH,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom
Jesse Prudente Ruz Flores,M,26.0,180.0,112.0,Mexico,MEX,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle"
Silvia Belmar Bohigas,F,19.0,166.0,47.0,Mexico,MEX,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Butterfly
"Neeltje ""Nel"" Wambach",F,22.0,158.0,56.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around
Javier Hernndez Cebrin,M,24.0,185.0,81.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's One Person Dinghy
Chen Haijian,M,24.0,176.0,60.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres
Chen Cuiting,F,17.0,143.0,36.0,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars
Jan Behrendt,M,24.0,169.0,70.0,Germany-1,GER,1992 Winter,1992,Winter,Albertville,Luge,Luge Mixed (Men)'s Doubles
Marc Raquil,M,23.0,193.0,85.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres
Sylwia Korzeniowska,F,28.0,160.0,50.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 20 kilometres Walk
Shigeko Kawanishi,F,23.0,171.0,66.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
Gulzat Uralbayeva,F,18.0,158.0,57.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Lightweight
Jonas Lennart Andersson,M,25.0,179.0,80.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Team
"Joseph ""Joe"" Morris",M,26.0,178.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff
Darvis Darell Patton,M,34.0,183.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay
Nataliya Vladimirovna Pomoshchnikova-Voronova,F,35.0,169.0,63.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay
Vladimir Aleksandrovich Goncharov,M,39.0,167.0,59.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres"
Rachid Sidib,M,25.0,177.0,119.0,Burkina Faso,BUR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight
Ira Sylvester Davis,M,20.0,183.0,72.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Triple Jump
Dra Mercedesz Lwy,F,23.0,172.0,65.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball
Masako Sato,F,24.0,160.0,56.0,Japan,JPN,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey
Rafael Carpio Surez,M,30.0,182.0,82.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres"
Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam
Nico Luca Marc Delle Karth,M,28.0,180.0,74.0,Austria,AUT,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff
Edward Renz,M,20.0,178.0,66.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 10 kilometres Walk
Manfred Kluth,M,24.0,180.0,77.0,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours
Primo Kobe,M,31.0,176.0,64.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon
Olha Mykolayivna Zemliak,F,22.0,165.0,57.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay
Adam Ahmed R. Gemili,M,22.0,178.0,75.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay
"Karolj ""Karlo"" Kasap",M,29.0,173.0,74.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Greco-Roman"
Olga Eduardovna Landik,F,16.0,169.0,57.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke
Yuji Hamano,M,23.0,178.0,65.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Individual
Ivan Yanev Ivanov,M,21.0,158.0,56.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Parallel Bars
Marcin Tomasz Stolarski,M,20.0,187.0,79.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke
Willemijn Bos,F,28.0,181.0,69.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey
Benjamin Raich,M,23.0,182.0,83.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Combined
Viktor Nikitovich Lisitsky,M,28.0,169.0,64.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around
Marcel Van Minh Phuc Long Nguyen,M,28.0,165.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars
Rosangela Cristina Oliveira Santos,F,17.0,166.0,64.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay
Markku Juhani Syrjl,M,29.0,186.0,65.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Men's Individual
Karol Hoffmann,M,22.0,173.0,75.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's High Jump
Angel A. Pacheco,M,23.0,167.0,57.0,Venezuela,VEN,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Featherweight
Myrthe Schoot,F,27.0,183.0,70.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball
Anna Ntountounaki,F,20.0,177.0,66.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly
Alexei Sancov,M,16.0,188.0,85.0,Moldova,MDA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle
Jeffrey Alan Checkes,M,25.0,178.0,75.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Team"
Denis Langlois,M,35.0,172.0,60.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk
Stanislas Wawrinka,M,23.0,183.0,79.0,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles
Birut akickien (Juoznait-),F,31.0,186.0,80.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Double Sculls
Markus Hasler,M,22.0,171.0,68.0,Liechtenstein,LIE,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres
Sven Hannawald (Phler-),M,23.0,184.0,64.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Team"
Bozhidar Ivanov,M,25.0,170.0,64.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse
Bodin Isara,M,25.0,175.0,78.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles
Rbson Caetano da Silva,M,31.0,187.0,74.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres
Ritva Marjatta Kajosmaa (Sakki-),F,34.0,169.0,59.5,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay
Song Shi,M,25.0,173.0,63.0,China,CHN,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres
Patrik Inge Johan Jrbyn,M,32.0,181.0,85.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G
Jing Jun Hong,F,35.0,163.0,58.0,Singapore,SGP,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles
Ditte Kotzian,F,29.0,178.0,62.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Springboard
Tibor Herczegfalvy,M,38.0,176.0,76.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
Lech Koziejowski,M,23.0,180.0,76.0,Poland,POL,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Individual"
Anicet Rasoanaivo,M,26.0,160.0,48.0,Madagascar,MAD,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight
Maxwell Cheeseman,M,30.0,168.0,66.0,Trinidad and Tobago,TTO,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Sprint
Han Gyu-Cheol,M,18.0,181.0,75.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly
Melissa Anne Gorman,F,22.0,180.0,65.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 10 kilometres Open Water
Lloyd Binch,M,29.0,175.0,72.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's Sprint
Trkan Erimi (-zata),F,24.0,174.0,51.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase"
Steven Elm,M,26.0,185.0,82.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,500 metres"
Chen Yibing,M,23.0,160.0,58.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings
Mirko Vuillermin,M,20.0,163.0,67.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres
Wojciech Pawak,M,22.0,176.0,73.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Points Race
Hanna Volodymyrivna Hatsko-Fedusova,F,21.0,175.0,75.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Javelin Throw
Maurice Hugh-Sam,M,17.0,173.0,55.0,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
Jeon Da-Hye,F,22.0,170.0,63.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay"
Vongdeuane Phongsavanh,M,23.0,167.0,60.0,Laos,LAO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres
Maurice Vautier,M,22.0,172.0,68.0,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Pole Vault
Steve Allman,M,23.0,182.0,83.0,Norway,NOR,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey
Nirinaharifidy Ramilijaona,F,25.0,158.0,51.0,Madagascar,MAD,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres
Vlastimil Plavucha,M,25.0,182.0,82.0,Slovakia,SVK,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey
"Agathi ""Agi"" Kasoumi",F,22.0,166.0,63.0,Greece,GRE,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Air Pistol, 10 metres"
Bogdan Ciufulescu,M,26.0,164.0,63.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Freestyle"
Herman Goffberg,M,27.0,170.0,63.0,United States,USA,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 10,000 metres"
Olli Eino Laiho,M,25.0,175.0,69.5,Finland,FIN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars
"Antonio Telsforo ""Tony"" Pieda",M,24.0,158.0,52.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse
Bo Arne Gerhard Lilja,M,41.0,189.0,86.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
Kaj Hendriks,M,28.0,197.0,95.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights
Claire Christine Donahue,F,23.0,170.0,63.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay
Svitlana Zelepukina,F,15.0,147.0,40.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars
"Suzanne Frances ""Sue"" Malaxos",F,34.0,168.0,54.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Marathon
Andra Hakli,M,22.0,189.0,103.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw
Pter Bikr,M,18.0,184.0,72.0,Hungary,HUN,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey
Mria Kiss,F,19.0,171.0,68.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 80 metres Hurdles
Helen Rachel M. Glover,F,26.0,177.0,67.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs
Xue Ruihong,F,29.0,170.0,67.0,China,CHN,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 1,000 metres"
Jacey Harper,M,20.0,180.0,77.0,Trinidad and Tobago,TTO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay
Tonio Biondini,M,31.0,168.0,68.0,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres
Gillian Maria Elisabeth van den Berg,F,29.0,173.0,66.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo
Hans Erik Harryson Lager,M,24.0,183.0,74.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Individual
Ivan aklec,M,28.0,173.0,75.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise
Klaudia Kinsk,F,18.0,163.0,52.0,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars
Reynaldo Galido,M,21.0,168.0,64.0,Philippines,PHI,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight
Thomas Dunstan,M,18.0,194.0,96.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo
Jerome Drayton,M,31.0,175.0,57.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon
Peter Ramaswamy Thangaraj,M,20.0,190.0,85.0,India,IND,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football
Nimley Twegbe,M,20.0,170.0,59.0,Liberia,LBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon
Stoyan Petkov,M,25.0,159.0,54.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight
Kim Seung-Pyo,M,26.0,170.0,63.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Team"
"Ernest ""Erny"" Kirchen",M,23.0,175.0,74.0,Luxembourg,LUX,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual"
Giampiero Dotti,M,21.0,178.0,65.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat
Leanne Frances Walker,F,32.0,166.0,64.0,New Zealand,NZL,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball
Petr ajnek,M,30.0,180.0,82.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey
Aurore Cuinet-Jan,F,28.0,175.0,62.0,France,FRA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint
Khatuna Kvrivishvili-Lorig,F,38.0,170.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Archery,Archery Women's Team
Kyoji Yamawaki,M,26.0,162.0,57.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise
Clementine Stoney,F,18.0,179.0,63.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke
Melania Felicitas Costa Schmid,F,19.0,180.0,69.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
Wang Hao,M,21.0,167.0,65.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay
Heidi Diethelm Gerber,F,43.0,168.0,93.0,Switzerland,SUI,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres"
